 ,Area,Mean,Min,Max,X,Y,Slice
646,0,2728,2728,2728,1028,1316,4
647,0,2728,2728,2728,1311,820,4
648,0,2726,2726,2726,1882,1678,4
649,0,2726,2726,2726,908,1220,4
650,0,2724,2724,2724,1645,1745,4
651,0,2722,2722,2722,1682,1952,4
652,0,2720,2720,2720,1553,641,4
653,0,2716,2716,2716,1723,1660,4
654,0,2714,2714,2714,793,1719,4
655,0,2708,2708,2708,567,403,4
656,0,2706,2706,2706,702,1690,4
657,0,2706,2706,2706,1322,353,4
658,0,2700,2700,2700,568,1737,4
659,0,2688,2688,2688,620,1784,4
660,0,2686,2686,2686,660,1846,4
661,0,2683,2683,2683,1131,1669,4
662,0,2683,2683,2683,1719,1150,4
663,0,2681,2681,2681,1326,1822,4
664,0,2681,2681,2681,1268,1673,4
665,0,2677,2677,2677,1142,1115,4
666,0,2677,2677,2677,1202,975,4
667,0,2673,2673,2673,1268,852,4
668,0,2671,2671,2671,644,1820,4
669,0,2667,2667,2667,1561,148,4
670,0,2665,2665,2665,1584,1855,4
671,0,2665,2665,2665,1035,1690,4
672,0,2659,2659,2659,1365,352,4
673,0,2657,2657,2657,1685,1558,4
674,0,2651,2651,2651,1368,687,4
675,0,2649,2649,2649,1094,1323,4
676,0,2645,2645,2645,1180,1109,4
677,0,2643,2643,2643,1234,758,4
678,0,2643,2643,2643,927,78,4
679,0,2641,2641,2641,515,2017,4
680,0,2641,2641,2641,574,1995,4
681,0,2641,2641,2641,932,1440,4
682,0,2639,2639,2639,687,1991,4
683,0,2639,2639,2639,527,487,4
684,0,2639,2639,2639,1319,278,4
